yelp_id,alias,categary_alias,categary_title,coordinates.latitude,coordinates.longitude,display_phone,distance,image_url,is_closed,location.address1,location.address2,location.address3,location.city,location.country,location.state,location.zip_code,name,phone,price,rating,review_count,url
ttarnopezxmp2ROB1N2PaA,nopa-san-francisco,newamerican,American,37.77483,-122.43746,(415) 864-8643,1559.1831881623302,https://s3-media2.fl.yelpcdn.com/bphoto/5vvTnV2Gv8b2FgpsH_zJCg/o.jpg,False,560 Divisadero St,,,San Francisco,US,CA,94117,Nopa,+14158648643,$$$,4.0,4956,https://www.yelp.com/biz/nopa-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
M0JTO3oyu6gxh1mfFjU-dA,san-tung-san-francisco-2,chinese,Chinese,37.76367,-122.46896,(415) 242-0828,2877.9920007894843,https://s3-media4.fl.yelpcdn.com/bphoto/LTtoZ25m8FX1UV37asnTCw/o.jpg,False,1031 Irving St,,,San Francisco,US,CA,94122,San Tung,+14152420828,$$,4.0,6547,https://www.yelp.com/biz/san-tung-san-francisco-2?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
2XQm-uFcTS7oc8MFP-8olA,b-patisserie-san-francisco-2,bakeries,Bakeries,37.78783,-122.44073,(415) 440-1700,3024.692512860378,https://s3-media3.fl.yelpcdn.com/bphoto/9FaO-VNIDTfFkstW9quCMA/o.jpg,False,2821 California St,,,San Francisco,US,CA,94115,B Patisserie,+14154401700,$$,4.5,2330,https://www.yelp.com/biz/b-patisserie-san-francisco-2?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
SGRmnarrNuVEsAjYdEoA0w,el-farolito-san-francisco-2,mexican,Mexican,37.75265,-122.41812,(415) 824-7877,1845.9442151607977,https://s3-media1.fl.yelpcdn.com/bphoto/gcC2Uwtu5raP13D3jWYm0Q/o.jpg,False,2779 Mission St,,,San Francisco,US,CA,94110,El Farolito,+14158247877,$,4.0,4707,https://www.yelp.com/biz/el-farolito-san-francisco-2?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
f-m7-hyFzkf0HSEeQ2s-9A,fog-harbor-fish-house-san-francisco-2,seafood,Seafood,37.809041,-122.410233,(415) 421-2442,5827.740044156521,https://s3-media1.fl.yelpcdn.com/bphoto/Lv7tIRX3Bim9bKqtWifmNg/o.jpg,False,Pier 39,Ste A-202,,San Francisco,US,CA,94133,Fog Harbor Fish House,+14154212442,$$,4.0,5342,https://www.yelp.com/biz/fog-harbor-fish-house-san-francisco-2?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
gqVl3RprESEqkIPeJH0yOg,zazie-san-francisco,breakfast_brunch,Breakfast & Brunch,37.765244,-122.4501138,(415) 564-5332,1294.8624343961546,https://s3-media4.fl.yelpcdn.com/bphoto/_JBubnL5rMAiU5D0Uos9zQ/o.jpg,False,941 Cole St,,,San Francisco,US,CA,94117,Zazie,+14155645332,$$,4.0,4231,https://www.yelp.com/biz/zazie-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
hqQoVK0vadOX7_4gN1sh3g,saigon-sandwich-san-francisco,vietnamese,Vietnamese,37.7831519576568,-122.417318022037,(415) 474-5698,2991.557987577475,https://s3-media3.fl.yelpcdn.com/bphoto/lVyf1pn7ft4YzO2n4z7Exg/o.jpg,False,560 Larkin St,,,San Francisco,US,CA,94102,Saigon Sandwich,+14154745698,$,4.5,3159,https://www.yelp.com/biz/saigon-sandwich-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
PTFxtXS47ZVRCdZIrEWvGw,golden-boy-pizza-san-francisco,pizza,Pizza,37.7997956,-122.4080729,(415) 982-9738,4992.437696561071,https://s3-media1.fl.yelpcdn.com/bphoto/F8OxoXdS51h2VfU9Je2cNQ/o.jpg,False,542 Green St,,,San Francisco,US,CA,94133,Golden Boy Pizza,+14159829738,$,4.5,3307,https://www.yelp.com/biz/golden-boy-pizza-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
KkAVX3Wb7E3lP5F_f_8pXg,liholiho-yacht-club-san-francisco-2,bars,Bars,37.78818,-122.41458,(415) 440-5446,3596.036080023175,https://s3-media3.fl.yelpcdn.com/bphoto/FK2X98w6z5naJyiQjsGTNA/o.jpg,False,871 Sutter St,,,San Francisco,US,CA,94109,Liholiho Yacht Club,+14154405446,$$$,4.5,2144,https://www.yelp.com/biz/liholiho-yacht-club-san-francisco-2?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
-DrR38H1Abk0wCyu9XOLug,sweet-maple-san-francisco,tradamerican,American,37.785735681426,-122.43507770852,(415) 655-9169,2764.2882648857435,https://s3-media1.fl.yelpcdn.com/bphoto/LElE7KG2v6y_OR1W05o-1Q/o.jpg,False,2101 Sutter St,,,San Francisco,US,CA,94115,Sweet Maple,+14156559169,$$,4.0,3394,https://www.yelp.com/biz/sweet-maple-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
n6L5VIGunR51-D55C-eYeQ,foreign-cinema-san-francisco,breakfast_brunch,Breakfast & Brunch,37.75637,-122.41925,(415) 648-7600,1597.7572216192718,https://s3-media3.fl.yelpcdn.com/bphoto/cw5y2LSOIE-EVNjKK_d7SQ/o.jpg,False,2534 Mission St,,,San Francisco,US,CA,94110,Foreign Cinema,+14156487600,$$$,4.0,4669,https://www.yelp.com/biz/foreign-cinema-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
mSMZJj2pFvttWLpcDmgrEA,tonys-pizza-napoletana-san-francisco,pizza,Pizza,37.8003315377662,-122.409053979377,(415) 835-9888,5002.084940639829,https://s3-media3.fl.yelpcdn.com/bphoto/rrBlePEDLrbD27VVE0Ze2A/o.jpg,False,1570 Stockton St,,,San Francisco,US,CA,94133,Tony's Pizza Napoletana,+14158359888,$$,4.0,4677,https://www.yelp.com/biz/tonys-pizza-napoletana-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
8dUaybEPHsZMgr1iKgqgMQ,sotto-mare-oysteria-and-seafood-san-francisco,seafood,Seafood,37.79979,-122.40834,(415) 398-3181,4980.8804673363975,https://s3-media2.fl.yelpcdn.com/bphoto/Efr_0zx4ID9jla5kxuIMNQ/o.jpg,False,552 Green St,,,San Francisco,US,CA,94133,Sotto Mare Oysteria & Seafood,+14153983181,$$,4.5,3478,https://www.yelp.com/biz/sotto-mare-oysteria-and-seafood-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
m3xdxV8YNH5uh1N01xdnLA,golden-gate-bakery-san-francisco,bakeries,Bakeries,37.79633,-122.40703,(415) 781-2627,4719.576942988622,https://s3-media2.fl.yelpcdn.com/bphoto/OTPE-_ItRfEA9aG1Yk6Nkg/o.jpg,False,1029 Grant Ave,,,San Francisco,US,CA,94133,Golden Gate Bakery,+14157812627,$,4.5,3242,https://www.yelp.com/biz/golden-gate-bakery-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
__I9HmtBMV4dDkEgT22V4g,little-star-pizza-san-francisco,pizza,Pizza,37.77753,-122.43798,(415) 441-1118,1854.973403198051,https://s3-media2.fl.yelpcdn.com/bphoto/C-lgf5TcabWh0YvlTAGGTw/o.jpg,False,846 Divisadero St,,,San Francisco,US,CA,94117,Little Star Pizza,+14154411118,$$,4.5,2818,https://www.yelp.com/biz/little-star-pizza-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
L5vSeC_sa3TUQW_lticqyA,chapeau-san-francisco,french,French,37.78327,-122.46066,(415) 750-9787,3278.53001624654,https://s3-media1.fl.yelpcdn.com/bphoto/4C-8MFYXexkcdIWgsfiZXA/o.jpg,False,126 Clement St,,,San Francisco,US,CA,94118,Chapeau!,+14157509787,$$$,4.5,2658,https://www.yelp.com/biz/chapeau-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
MvAo0hj9FXOeNL5PwBZ0fQ,mamas-on-washington-square-san-francisco,breakfast_brunch,Breakfast & Brunch,37.801606,-122.409599,(415) 362-6421,5104.4332229025,https://s3-media3.fl.yelpcdn.com/bphoto/rG5KRnEQq1yPUmEQ3L8r6Q/o.jpg,False,1701 Stockton St,,,San Francisco,US,CA,94133,Mama's On Washington Square,+14153626421,$$,4.0,4109,https://www.yelp.com/biz/mamas-on-washington-square-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
47OC_X6KkiDDQ4jwoCUjFg,humphry-slocombe-ice-cream-san-francisco,icecream,Desserts,37.75279,-122.4122,(415) 550-6971,2316.757442605059,https://s3-media1.fl.yelpcdn.com/bphoto/N9XikmqttZy5StpPxkJing/o.jpg,False,2790A Harrison St,,,San Francisco,US,CA,94110,Humphry Slocombe Ice Cream,+14155506971,$,4.0,3333,https://www.yelp.com/biz/humphry-slocombe-ice-cream-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
PDhfVvcVXgBinZf5I6s1KQ,the-codmother-fish-and-chips-san-francisco-3,british,British,37.8072702557489,-122.417093771758,(415) 606-9349,5429.459284841022,https://s3-media4.fl.yelpcdn.com/bphoto/jIiYLWAA1S-efjnkLJ29FQ/o.jpg,False,496 Beach St,,,San Francisco,US,CA,94133,The Codmother Fish and Chips,+14156069349,$$,4.5,2864,https://www.yelp.com/biz/the-codmother-fish-and-chips-san-francisco-3?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
JARsJVKLPgs_yC3cwDnp7g,la-taqueria-san-francisco-2,mexican,Mexican,37.75088,-122.41805,(415) 285-7117,1958.2373900144175,https://s3-media2.fl.yelpcdn.com/bphoto/quJVkgOw_pf70_enWelldw/o.jpg,False,2889 Mission St,,,San Francisco,US,CA,94110,La Taqueria,+14152857117,$,4.0,3840,https://www.yelp.com/biz/la-taqueria-san-francisco-2?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
GXu3PD4IPsxIHpo011aydg,bobs-donut-and-pastry-shop-san-francisco-2,bakeries,Bakeries,37.79185,-122.42128,(415) 776-3141,3694.7050833107774,https://s3-media4.fl.yelpcdn.com/bphoto/bCN2o9R-f4ClEuTTpWe7jQ/o.jpg,False,1621 Polk St,,,San Francisco,US,CA,94109,Bob's Donut & Pastry Shop,+14157763141,$,4.5,2850,https://www.yelp.com/biz/bobs-donut-and-pastry-shop-san-francisco-2?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
HHtpR0RslupSQ99GIIwW5A,marufuku-ramen-sf-san-francisco,ramen,Japanese,37.785155,-122.432075,(415) 872-9786,2724.336436836609,https://s3-media2.fl.yelpcdn.com/bphoto/2lUFO5HWD7_RLDWlT5Nvuw/o.jpg,False,1581 Webster St,Ste 235,,San Francisco,US,CA,94115,Marufuku Ramen SF,+14158729786,$$,4.5,2244,https://www.yelp.com/biz/marufuku-ramen-sf-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
WV2fVK6OJfzn2BkRGpbP7A,twin-peaks-san-francisco,parks,Parks,37.7521564122127,-122.447519302368,(415) 831-2700,1375.7177445428013,https://s3-media2.fl.yelpcdn.com/bphoto/C-0duhDSzR7-Z7YGrr_wCQ/o.jpg,False,501 Twin Peaks Blvd,,,San Francisco,US,CA,94114,Twin Peaks,+14158312700,,4.5,1100,https://www.yelp.com/biz/twin-peaks-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
QZQGRJZ4bZCmNoXjs3z1XQ,state-bird-provisions-san-francisco,tapasmallplates,Spanish,37.78374,-122.433005,(415) 795-1272,2557.7136800981866,https://s3-media2.fl.yelpcdn.com/bphoto/ckOXfbcgSrAcHOG86zEKuQ/o.jpg,False,1529 Fillmore St,,,San Francisco,US,CA,94115,State Bird Provisions,+14157951272,$$$,4.0,2627,https://www.yelp.com/biz/state-bird-provisions-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
ciEDsTWhajcdL3KuJqBRlw,espetus-brazilian-steak-house-san-francisco,steak,Steakhouses,37.7733327504928,-122.422131667494,(415) 552-8792,1869.4328635048867,https://s3-media1.fl.yelpcdn.com/bphoto/OHcsmu2NAFKzuhJHR_xhUg/o.jpg,False,1686 Market St,,,San Francisco,US,CA,94102,Espetus Brazilian Steak House,+14155528792,$$$,4.0,3305,https://www.yelp.com/biz/espetus-brazilian-steak-house-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
xDwEMq8kgT0eQepn90Jkvg,arizmendi-bakery-san-francisco,bakeries,Bakeries,37.7633882,-122.4664991,(415) 566-3117,2656.207374016711,https://s3-media4.fl.yelpcdn.com/bphoto/N4MZ8fSgldHKDzmJniR__g/o.jpg,False,1331 9th Ave,,,San Francisco,US,CA,94122,Arizmendi Bakery,+14155663117,$,4.5,1853,https://www.yelp.com/biz/arizmendi-bakery-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
Tf_27JvnneEx0Tz79UwShg,mission-dolores-park-san-francisco,parks,Parks,37.759764,-122.427052,(415) 831-2700,835.5046264541909,https://s3-media2.fl.yelpcdn.com/bphoto/9xdDcE9PcXQ1y-Nf28FZ8w/o.jpg,False,19th & Dolores St,,,San Francisco,US,CA,94114,Mission Dolores Park,+14158312700,,4.5,1433,https://www.yelp.com/biz/mission-dolores-park-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
uEeWn6sPq-giWvfE9uhQ7A,dotties-true-blue-cafe-san-francisco,tradamerican,American,37.7817050429594,-122.409839630127,(415) 885-2767,3289.6183466773464,https://s3-media2.fl.yelpcdn.com/bphoto/Y5NHqH0uEV7eLHvQwJJZIA/o.jpg,False,28 6th St,,,San Francisco,US,CA,94103,Dottie's True Blue Cafe,+14158852767,$$,4.0,4325,https://www.yelp.com/biz/dotties-true-blue-cafe-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
akXf1BdFZjQb2fO8Ca7FtA,philz-coffee-san-francisco,coffee,Drinks,37.752397102831,-122.41426366546,(415) 875-9370,2167.2828053435614,https://s3-media3.fl.yelpcdn.com/bphoto/8EK6jxJfiE6PgWTZr2orcQ/o.jpg,False,3101 24th St,,,San Francisco,US,CA,94110,Philz Coffee,+14158759370,$,4.5,1647,https://www.yelp.com/biz/philz-coffee-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
DGyoVB9PdI9_jw0CNi_OPg,suppenküche-san-francisco-2,german,German,37.7762603759766,-122.426391601562,(415) 252-9289,1919.7883063813613,https://s3-media1.fl.yelpcdn.com/bphoto/5mt7G1S_hFYv3rYIl7v2lQ/o.jpg,False,525 Laguna St,,,San Francisco,US,CA,94102,Suppenküche,+14152529289,$$,4.0,3072,https://www.yelp.com/biz/suppenk%C3%BCche-san-francisco-2?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
4KfQnlcSu4bbTqnvGdGptw,beretta-san-francisco,italian,Italian,37.75384,-122.42055,(415) 695-1199,1591.3097447927287,https://s3-media1.fl.yelpcdn.com/bphoto/RsCeyBgtnXpmN9YTKEIvWg/o.jpg,False,1199 Valencia St,,,San Francisco,US,CA,94110,Beretta,+14156951199,$$,4.0,3465,https://www.yelp.com/biz/beretta-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
XQLmEdXoMzOpffwoFaBtaQ,kitchen-story-san-francisco,breakfast_brunch,Breakfast & Brunch,37.7642352,-122.4306936,(415) 525-4905,625.1566435901884,https://s3-media2.fl.yelpcdn.com/bphoto/s03_G5k_GvH9P-rfIAtqhQ/o.jpg,False,3499 16th St,,,San Francisco,US,CA,94114,Kitchen Story,+14155254905,$$,4.0,3041,https://www.yelp.com/biz/kitchen-story-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
DyXoC_NhJW0Xx5j_OPQRHQ,schuberts-bakery-san-francisco,bakeries,Bakeries,37.78267,-122.46493,(415) 752-1580,3492.5239262642963,https://s3-media4.fl.yelpcdn.com/bphoto/VpmSb6NkMu96C5z9-7OFGQ/o.jpg,False,521 Clement St,,,San Francisco,US,CA,94118,Schubert's Bakery,+14157521580,$$,4.5,1627,https://www.yelp.com/biz/schuberts-bakery-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
Y12NJdzfE-33OQtoHmomMw,alcatraz-island-san-francisco-3,museums,Museums,37.8269684873863,-122.422947920859,(415) 561-4900,7441.681017402877,https://s3-media3.fl.yelpcdn.com/bphoto/Fc5L0gOZJzSGTFz9WGK4sQ/o.jpg,False,B201 Fort Mason,,,San Francisco,US,CA,94122,Alcatraz Island,+14155614900,,4.5,1641,https://www.yelp.com/biz/alcatraz-island-san-francisco-3?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
KIVq5BlJKTipwtB3NATX0g,golden-gate-park-san-francisco,parks,Parks,37.770518,-122.479878,(415) 831-2700,3964.6442334683065,https://s3-media4.fl.yelpcdn.com/bphoto/U-0t-L7kPKeoTLkJcWyfkg/o.jpg,False,501 Stanyan St,,,San Francisco,US,CA,94117,Golden Gate Park,+14158312700,,4.5,1150,https://www.yelp.com/biz/golden-gate-park-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
