,yelp_id,alias,categories,categary_alias,categary_title,coordinates.latitude,coordinates.longitude,display_phone,distance,image_url,is_closed,location.address1,location.address2,location.address3,location.city,location.country,location.display_address,location.state,location.zip_code,name,phone,price,rating,review_count,transactions,url
10,ttarnopezxmp2ROB1N2PaA,nopa-san-francisco,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'modern_european', 'title': 'Modern European'}, {'alias': 'desserts', 'title': 'Desserts'}]",newamerican,American (New),37.77483,-122.43746,(415) 864-8643,1559.1831881623302,https://s3-media2.fl.yelpcdn.com/bphoto/5vvTnV2Gv8b2FgpsH_zJCg/o.jpg,False,560 Divisadero St,,,San Francisco,US,"['560 Divisadero St', 'San Francisco, CA 94117']",CA,94117,Nopa,+14158648643,$$$,4.0,4931,[],https://www.yelp.com/biz/nopa-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
11,M0JTO3oyu6gxh1mfFjU-dA,san-tung-san-francisco-2,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'noodles', 'title': 'Noodles'}]",chinese,Chinese,37.76367,-122.46896,(415) 242-0828,2877.9920007894843,https://s3-media4.fl.yelpcdn.com/bphoto/LTtoZ25m8FX1UV37asnTCw/o.jpg,False,1031 Irving St,,,San Francisco,US,"['1031 Irving St', 'San Francisco, CA 94122']",CA,94122,San Tung,+14152420828,$$,4.0,6505,[],https://www.yelp.com/biz/san-tung-san-francisco-2?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
12,2XQm-uFcTS7oc8MFP-8olA,b-patisserie-san-francisco-2,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'cakeshop', 'title': 'Patisserie/Cake Shop'}, {'alias': 'macarons', 'title': 'Macarons'}]",bakeries,Bakeries,37.78783,-122.44073,(415) 440-1700,3024.692512860378,https://s3-media3.fl.yelpcdn.com/bphoto/9FaO-VNIDTfFkstW9quCMA/o.jpg,False,2821 California St,,,San Francisco,US,"['2821 California St', 'San Francisco, CA 94115']",CA,94115,B Patisserie,+14154401700,$$,4.5,2315,[],https://www.yelp.com/biz/b-patisserie-san-francisco-2?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
13,SGRmnarrNuVEsAjYdEoA0w,el-farolito-san-francisco-2,"[{'alias': 'mexican', 'title': 'Mexican'}]",mexican,Mexican,37.75265,-122.41812,(415) 824-7877,1845.9442151607977,https://s3-media1.fl.yelpcdn.com/bphoto/gcC2Uwtu5raP13D3jWYm0Q/o.jpg,False,2779 Mission St,,,San Francisco,US,"['2779 Mission St', 'San Francisco, CA 94110']",CA,94110,El Farolito,+14158247877,$,4.0,4689,[],https://www.yelp.com/biz/el-farolito-san-francisco-2?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
14,f-m7-hyFzkf0HSEeQ2s-9A,fog-harbor-fish-house-san-francisco-2,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'bars', 'title': 'Bars'}]",seafood,Seafood,37.809041,-122.410233,(415) 421-2442,5827.740044156521,https://s3-media1.fl.yelpcdn.com/bphoto/Lv7tIRX3Bim9bKqtWifmNg/o.jpg,False,Pier 39,Ste A-202,,San Francisco,US,"['Pier 39', 'Ste A-202', 'San Francisco, CA 94133']",CA,94133,Fog Harbor Fish House,+14154212442,$$,4.0,5268,['restaurant_reservation'],https://www.yelp.com/biz/fog-harbor-fish-house-san-francisco-2?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
15,gqVl3RprESEqkIPeJH0yOg,zazie-san-francisco,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'french', 'title': 'French'}]",breakfast_brunch,Breakfast & Brunch,37.765244,-122.4501138,(415) 564-5332,1294.8624343961546,https://s3-media3.fl.yelpcdn.com/bphoto/-Um7shUxZYZzq8rB6X4q9g/o.jpg,False,941 Cole St,,,San Francisco,US,"['941 Cole St', 'San Francisco, CA 94117']",CA,94117,Zazie,+14155645332,$$,4.0,4211,['restaurant_reservation'],https://www.yelp.com/biz/zazie-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
16,hqQoVK0vadOX7_4gN1sh3g,saigon-sandwich-san-francisco,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",vietnamese,Vietnamese,37.7831519576568,-122.417318022037,(415) 474-5698,2991.557987577475,https://s3-media3.fl.yelpcdn.com/bphoto/lVyf1pn7ft4YzO2n4z7Exg/o.jpg,False,560 Larkin St,,,San Francisco,US,"['560 Larkin St', 'San Francisco, CA 94102']",CA,94102,Saigon Sandwich,+14154745698,$,4.5,3149,[],https://www.yelp.com/biz/saigon-sandwich-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
17,PTFxtXS47ZVRCdZIrEWvGw,golden-boy-pizza-san-francisco,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",pizza,Pizza,37.7997956,-122.4080729,(415) 982-9738,4992.437696561071,https://s3-media1.fl.yelpcdn.com/bphoto/F8OxoXdS51h2VfU9Je2cNQ/o.jpg,False,542 Green St,,,San Francisco,US,"['542 Green St', 'San Francisco, CA 94133']",CA,94133,Golden Boy Pizza,+14159829738,$,4.5,3273,[],https://www.yelp.com/biz/golden-boy-pizza-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
18,KkAVX3Wb7E3lP5F_f_8pXg,liholiho-yacht-club-san-francisco-2,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'seafood', 'title': 'Seafood'}]",bars,Bars,37.78818,-122.41458,(415) 440-5446,3596.036080023175,https://s3-media3.fl.yelpcdn.com/bphoto/FK2X98w6z5naJyiQjsGTNA/o.jpg,False,871 Sutter St,,,San Francisco,US,"['871 Sutter St', 'San Francisco, CA 94109']",CA,94109,Liholiho Yacht Club,+14154405446,$$$,4.5,2119,['restaurant_reservation'],https://www.yelp.com/biz/liholiho-yacht-club-san-francisco-2?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
19,-DrR38H1Abk0wCyu9XOLug,sweet-maple-san-francisco,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",tradamerican,American (Traditional),37.785735681426,-122.43507770852,(415) 655-9169,2764.2882648857435,https://s3-media1.fl.yelpcdn.com/bphoto/LElE7KG2v6y_OR1W05o-1Q/o.jpg,False,2101 Sutter St,,,San Francisco,US,"['2101 Sutter St', 'San Francisco, CA 94115']",CA,94115,Sweet Maple,+14156559169,$$,4.0,3358,['pickup'],https://www.yelp.com/biz/sweet-maple-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
20,n6L5VIGunR51-D55C-eYeQ,foreign-cinema-san-francisco,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",breakfast_brunch,Breakfast & Brunch,37.75637,-122.41925,(415) 648-7600,1597.7572216192718,https://s3-media3.fl.yelpcdn.com/bphoto/cw5y2LSOIE-EVNjKK_d7SQ/o.jpg,False,2534 Mission St,,,San Francisco,US,"['2534 Mission St', 'San Francisco, CA 94110']",CA,94110,Foreign Cinema,+14156487600,$$$,4.0,4657,[],https://www.yelp.com/biz/foreign-cinema-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
21,8dUaybEPHsZMgr1iKgqgMQ,sotto-mare-oysteria-and-seafood-san-francisco,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'bars', 'title': 'Bars'}]",seafood,Seafood,37.79979,-122.40834,(415) 398-3181,4980.8804673363975,https://s3-media2.fl.yelpcdn.com/bphoto/Efr_0zx4ID9jla5kxuIMNQ/o.jpg,False,552 Green St,,,San Francisco,US,"['552 Green St', 'San Francisco, CA 94133']",CA,94133,Sotto Mare Oysteria & Seafood,+14153983181,$$,4.5,3451,[],https://www.yelp.com/biz/sotto-mare-oysteria-and-seafood-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
22,mSMZJj2pFvttWLpcDmgrEA,tonys-pizza-napoletana-san-francisco,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",pizza,Pizza,37.8003315377662,-122.409053979377,(415) 835-9888,5002.084940639829,https://s3-media3.fl.yelpcdn.com/bphoto/B8ZBnH5ORGXz2OblCb1owQ/o.jpg,False,1570 Stockton St,,,San Francisco,US,"['1570 Stockton St', 'San Francisco, CA 94133']",CA,94133,Tony's Pizza Napoletana,+14158359888,$$,4.0,4623,[],https://www.yelp.com/biz/tonys-pizza-napoletana-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
23,m3xdxV8YNH5uh1N01xdnLA,golden-gate-bakery-san-francisco,"[{'alias': 'bakeries', 'title': 'Bakeries'}]",bakeries,Bakeries,37.79633,-122.40703,(415) 781-2627,4719.576942988622,https://s3-media2.fl.yelpcdn.com/bphoto/OTPE-_ItRfEA9aG1Yk6Nkg/o.jpg,False,1029 Grant Ave,,,San Francisco,US,"['1029 Grant Ave', 'San Francisco, CA 94133']",CA,94133,Golden Gate Bakery,+14157812627,$,4.5,3197,[],https://www.yelp.com/biz/golden-gate-bakery-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
24,__I9HmtBMV4dDkEgT22V4g,little-star-pizza-san-francisco,"[{'alias': 'pizza', 'title': 'Pizza'}]",pizza,Pizza,37.77753,-122.43798,(415) 441-1118,1854.973403198051,https://s3-media2.fl.yelpcdn.com/bphoto/C-lgf5TcabWh0YvlTAGGTw/o.jpg,False,846 Divisadero St,,,San Francisco,US,"['846 Divisadero St', 'San Francisco, CA 94117']",CA,94117,Little Star Pizza,+14154411118,$$,4.5,2810,[],https://www.yelp.com/biz/little-star-pizza-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
25,L5vSeC_sa3TUQW_lticqyA,chapeau-san-francisco,"[{'alias': 'french', 'title': 'French'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",french,French,37.78327,-122.46066,(415) 750-9787,3278.53001624654,https://s3-media1.fl.yelpcdn.com/bphoto/4C-8MFYXexkcdIWgsfiZXA/o.jpg,False,126 Clement St,,,San Francisco,US,"['126 Clement St', 'San Francisco, CA 94118']",CA,94118,Chapeau!,+14157509787,$$$,4.5,2652,"['pickup', 'delivery']",https://www.yelp.com/biz/chapeau-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
26,MvAo0hj9FXOeNL5PwBZ0fQ,mamas-on-washington-square-san-francisco,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",breakfast_brunch,Breakfast & Brunch,37.801606,-122.409599,(415) 362-6421,5104.4332229025,https://s3-media3.fl.yelpcdn.com/bphoto/rG5KRnEQq1yPUmEQ3L8r6Q/o.jpg,False,1701 Stockton St,,,San Francisco,US,"['1701 Stockton St', 'San Francisco, CA 94133']",CA,94133,Mama's On Washington Square,+14153626421,$$,4.0,4093,['pickup'],https://www.yelp.com/biz/mamas-on-washington-square-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
27,47OC_X6KkiDDQ4jwoCUjFg,humphry-slocombe-ice-cream-san-francisco,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]",icecream,Ice Cream & Frozen Yogurt,37.75279,-122.4122,(415) 550-6971,2316.757442605059,https://s3-media1.fl.yelpcdn.com/bphoto/N9XikmqttZy5StpPxkJing/o.jpg,False,2790A Harrison St,,,San Francisco,US,"['2790A Harrison St', 'San Francisco, CA 94110']",CA,94110,Humphry Slocombe Ice Cream,+14155506971,$,4.0,3332,['delivery'],https://www.yelp.com/biz/humphry-slocombe-ice-cream-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
28,PDhfVvcVXgBinZf5I6s1KQ,the-codmother-fish-and-chips-san-francisco-3,"[{'alias': 'british', 'title': 'British'}, {'alias': 'fishnchips', 'title': 'Fish & Chips'}, {'alias': 'seafood', 'title': 'Seafood'}]",british,British,37.8072702557489,-122.417093771758,(415) 606-9349,5429.459284841022,https://s3-media4.fl.yelpcdn.com/bphoto/jIiYLWAA1S-efjnkLJ29FQ/o.jpg,False,496 Beach St,,,San Francisco,US,"['496 Beach St', 'San Francisco, CA 94133']",CA,94133,The Codmother Fish and Chips,+14156069349,$$,4.5,2849,[],https://www.yelp.com/biz/the-codmother-fish-and-chips-san-francisco-3?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
29,JARsJVKLPgs_yC3cwDnp7g,la-taqueria-san-francisco-2,"[{'alias': 'mexican', 'title': 'Mexican'}]",mexican,Mexican,37.75088,-122.41805,(415) 285-7117,1958.2373900144175,https://s3-media2.fl.yelpcdn.com/bphoto/quJVkgOw_pf70_enWelldw/o.jpg,False,2889 Mission St,,,San Francisco,US,"['2889 Mission St', 'San Francisco, CA 94110']",CA,94110,La Taqueria,+14152857117,$,4.0,3823,[],https://www.yelp.com/biz/la-taqueria-san-francisco-2?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
30,GXu3PD4IPsxIHpo011aydg,bobs-donut-and-pastry-shop-san-francisco-2,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'donuts', 'title': 'Donuts'}]",bakeries,Bakeries,37.79185,-122.42128,(415) 776-3141,3694.7050833107774,https://s3-media4.fl.yelpcdn.com/bphoto/bCN2o9R-f4ClEuTTpWe7jQ/o.jpg,False,1621 Polk St,,,San Francisco,US,"['1621 Polk St', 'San Francisco, CA 94109']",CA,94109,Bob's Donut & Pastry Shop,+14157763141,$,4.5,2834,"['pickup', 'delivery']",https://www.yelp.com/biz/bobs-donut-and-pastry-shop-san-francisco-2?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
31,Lz7ydUVmsr2DekT9enEhvw,golden-gate-bridge-san-francisco,"[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",landmarks,Landmarks & Historical Buildings,37.8165970086601,-122.47807463501,(415) 921-5858,7192.893507137584,https://s3-media3.fl.yelpcdn.com/bphoto/m-wvW5F9KIcysf8BsaEu4w/o.jpg,False,,,,San Francisco,US,"['San Francisco, CA 94129']",CA,94129,Golden Gate Bridge,+14159215858,,4.5,1795,[],https://www.yelp.com/biz/golden-gate-bridge-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
32,WV2fVK6OJfzn2BkRGpbP7A,twin-peaks-san-francisco,"[{'alias': 'parks', 'title': 'Parks'}, {'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",parks,Parks,37.7521564122127,-122.447519302368,(415) 831-2700,1375.7177445428013,https://s3-media2.fl.yelpcdn.com/bphoto/C-0duhDSzR7-Z7YGrr_wCQ/o.jpg,False,501 Twin Peaks Blvd,,,San Francisco,US,"['501 Twin Peaks Blvd', 'San Francisco, CA 94114']",CA,94114,Twin Peaks,+14158312700,,4.5,1096,[],https://www.yelp.com/biz/twin-peaks-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
33,QZQGRJZ4bZCmNoXjs3z1XQ,state-bird-provisions-san-francisco,"[{'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'desserts', 'title': 'Desserts'}]",tapasmallplates,Tapas/Small Plates,37.78374,-122.433005,(415) 795-1272,2557.7136800981866,https://s3-media2.fl.yelpcdn.com/bphoto/ckOXfbcgSrAcHOG86zEKuQ/o.jpg,False,1529 Fillmore St,,,San Francisco,US,"['1529 Fillmore St', 'San Francisco, CA 94115']",CA,94115,State Bird Provisions,+14157951272,$$$,4.0,2609,[],https://www.yelp.com/biz/state-bird-provisions-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
