yelp_id,alias,category_alias,category_title,latitude,longitude,display_phone,distance,image_url,is_closed,address,address2,address3,city,country,state,zip_code,name,phone,price,rating,review_count,url
ttarnopezxmp2ROB1N2PaA,nopa-san-francisco,newamerican,American,37.77483,-122.43746,(415) 864-8643,1559.183188,https://s3-media2.fl.yelpcdn.com/bphoto/5vvTnV2Gv8b2FgpsH_zJCg/o.jpg,FALSE,560 Divisadero St,,,San Francisco,US,CA,94117,Nopa,14158648643,$$$,4,4956,https://www.yelp.com/biz/nopa-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
M0JTO3oyu6gxh1mfFjU-dA,san-tung-san-francisco-2,chinese,Chinese,37.76367,-122.46896,(415) 242-0828,2877.992001,https://s3-media4.fl.yelpcdn.com/bphoto/LTtoZ25m8FX1UV37asnTCw/o.jpg,FALSE,1031 Irving St,,,San Francisco,US,CA,94122,San Tung,14152420828,$$,4,6558,https://www.yelp.com/biz/san-tung-san-francisco-2?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
2XQm-uFcTS7oc8MFP-8olA,b-patisserie-san-francisco-2,bakeries,Bakeries,37.78783,-122.44073,(415) 440-1700,3024.692513,https://s3-media3.fl.yelpcdn.com/bphoto/9FaO-VNIDTfFkstW9quCMA/o.jpg,FALSE,2821 California St,,,San Francisco,US,CA,94115,B Patisserie,14154401700,$$,4.5,2338,https://www.yelp.com/biz/b-patisserie-san-francisco-2?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
SGRmnarrNuVEsAjYdEoA0w,el-farolito-san-francisco-2,mexican,Mexican,37.75265,-122.41812,(415) 824-7877,1845.944215,https://s3-media1.fl.yelpcdn.com/bphoto/gcC2Uwtu5raP13D3jWYm0Q/o.jpg,FALSE,2779 Mission St,,,San Francisco,US,CA,94110,El Farolito,14158247877,$,4,4708,https://www.yelp.com/biz/el-farolito-san-francisco-2?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
f-m7-hyFzkf0HSEeQ2s-9A,fog-harbor-fish-house-san-francisco-2,seafood,Seafood,37.809041,-122.410233,(415) 421-2442,5827.740044,https://s3-media1.fl.yelpcdn.com/bphoto/Lv7tIRX3Bim9bKqtWifmNg/o.jpg,FALSE,Pier 39,Ste A-202,,San Francisco,US,CA,94133,Fog Harbor Fish House,14154212442,$$,4,5366,https://www.yelp.com/biz/fog-harbor-fish-house-san-francisco-2?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
gqVl3RprESEqkIPeJH0yOg,zazie-san-francisco,breakfast_brunch,Breakfast & Brunch,37.765244,-122.4501138,(415) 564-5332,1294.862434,https://s3-media4.fl.yelpcdn.com/bphoto/_JBubnL5rMAiU5D0Uos9zQ/o.jpg,FALSE,941 Cole St,,,San Francisco,US,CA,94117,Zazie,14155645332,$$,4,4234,https://www.yelp.com/biz/zazie-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
hqQoVK0vadOX7_4gN1sh3g,saigon-sandwich-san-francisco,vietnamese,Vietnamese,37.78315196,-122.417318,(415) 474-5698,2991.557988,https://s3-media3.fl.yelpcdn.com/bphoto/lVyf1pn7ft4YzO2n4z7Exg/o.jpg,FALSE,560 Larkin St,,,San Francisco,US,CA,94102,Saigon Sandwich,14154745698,$,4.5,3160,https://www.yelp.com/biz/saigon-sandwich-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
PTFxtXS47ZVRCdZIrEWvGw,golden-boy-pizza-san-francisco,pizza,Pizza,37.7997956,-122.4080729,(415) 982-9738,4992.437697,https://s3-media1.fl.yelpcdn.com/bphoto/F8OxoXdS51h2VfU9Je2cNQ/o.jpg,FALSE,542 Green St,,,San Francisco,US,CA,94133,Golden Boy Pizza,14159829738,$,4.5,3315,https://www.yelp.com/biz/golden-boy-pizza-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
KkAVX3Wb7E3lP5F_f_8pXg,liholiho-yacht-club-san-francisco-2,bars,Bars,37.78818,-122.41458,(415) 440-5446,3596.03608,https://s3-media3.fl.yelpcdn.com/bphoto/FK2X98w6z5naJyiQjsGTNA/o.jpg,FALSE,871 Sutter St,,,San Francisco,US,CA,94109,Liholiho Yacht Club,14154405446,$$$,4.5,2155,https://www.yelp.com/biz/liholiho-yacht-club-san-francisco-2?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
#NAME?,sweet-maple-san-francisco,tradamerican,American,37.78573568,-122.4350777,(415) 655-9169,2764.288265,https://s3-media1.fl.yelpcdn.com/bphoto/LElE7KG2v6y_OR1W05o-1Q/o.jpg,FALSE,2101 Sutter St,,,San Francisco,US,CA,94115,Sweet Maple,14156559169,$$,4,3396,https://www.yelp.com/biz/sweet-maple-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
n6L5VIGunR51-D55C-eYeQ,foreign-cinema-san-francisco,breakfast_brunch,Breakfast & Brunch,37.75637,-122.41925,(415) 648-7600,1597.757222,https://s3-media3.fl.yelpcdn.com/bphoto/cw5y2LSOIE-EVNjKK_d7SQ/o.jpg,FALSE,2534 Mission St,,,San Francisco,US,CA,94110,Foreign Cinema,14156487600,$$$,4,4675,https://www.yelp.com/biz/foreign-cinema-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
8dUaybEPHsZMgr1iKgqgMQ,sotto-mare-oysteria-and-seafood-san-francisco,seafood,Seafood,37.79979,-122.40834,(415) 398-3181,4980.880467,https://s3-media2.fl.yelpcdn.com/bphoto/Efr_0zx4ID9jla5kxuIMNQ/o.jpg,FALSE,552 Green St,,,San Francisco,US,CA,94133,Sotto Mare Oysteria & Seafood,14153983181,$$,4.5,3489,https://www.yelp.com/biz/sotto-mare-oysteria-and-seafood-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
mSMZJj2pFvttWLpcDmgrEA,tonys-pizza-napoletana-san-francisco,pizza,Pizza,37.80033154,-122.409054,(415) 835-9888,5002.084941,https://s3-media3.fl.yelpcdn.com/bphoto/rrBlePEDLrbD27VVE0Ze2A/o.jpg,FALSE,1570 Stockton St,,,San Francisco,US,CA,94133,Tony's Pizza Napoletana,14158359888,$$,4,4686,https://www.yelp.com/biz/tonys-pizza-napoletana-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
m3xdxV8YNH5uh1N01xdnLA,golden-gate-bakery-san-francisco,bakeries,Bakeries,37.79633,-122.40703,(415) 781-2627,4719.576943,https://s3-media2.fl.yelpcdn.com/bphoto/OTPE-_ItRfEA9aG1Yk6Nkg/o.jpg,FALSE,1029 Grant Ave,,,San Francisco,US,CA,94133,Golden Gate Bakery,14157812627,$,4.5,3251,https://www.yelp.com/biz/golden-gate-bakery-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
__I9HmtBMV4dDkEgT22V4g,little-star-pizza-san-francisco,pizza,Pizza,37.77753,-122.43798,(415) 441-1118,1854.973403,https://s3-media2.fl.yelpcdn.com/bphoto/C-lgf5TcabWh0YvlTAGGTw/o.jpg,FALSE,846 Divisadero St,,,San Francisco,US,CA,94117,Little Star Pizza,14154411118,$$,4.5,2821,https://www.yelp.com/biz/little-star-pizza-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
L5vSeC_sa3TUQW_lticqyA,chapeau-san-francisco,french,French,37.78327,-122.46066,(415) 750-9787,3278.530016,https://s3-media1.fl.yelpcdn.com/bphoto/4C-8MFYXexkcdIWgsfiZXA/o.jpg,FALSE,126 Clement St,,,San Francisco,US,CA,94118,Chapeau!,14157509787,$$$,4.5,2662,https://www.yelp.com/biz/chapeau-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
MvAo0hj9FXOeNL5PwBZ0fQ,mamas-on-washington-square-san-francisco,breakfast_brunch,Breakfast & Brunch,37.801606,-122.409599,(415) 362-6421,5104.433223,https://s3-media3.fl.yelpcdn.com/bphoto/rG5KRnEQq1yPUmEQ3L8r6Q/o.jpg,FALSE,1701 Stockton St,,,San Francisco,US,CA,94133,Mama's On Washington Square,14153626421,$$,4,4113,https://www.yelp.com/biz/mamas-on-washington-square-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
47OC_X6KkiDDQ4jwoCUjFg,humphry-slocombe-ice-cream-san-francisco,icecream,Desserts,37.75279,-122.4122,(415) 550-6971,2316.757443,https://s3-media1.fl.yelpcdn.com/bphoto/N9XikmqttZy5StpPxkJing/o.jpg,FALSE,2790A Harrison St,,,San Francisco,US,CA,94110,Humphry Slocombe Ice Cream,14155506971,$,4,3334,https://www.yelp.com/biz/humphry-slocombe-ice-cream-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
PDhfVvcVXgBinZf5I6s1KQ,the-codmother-fish-and-chips-san-francisco-3,british,British,37.80727026,-122.4170938,(415) 606-9349,5429.459285,https://s3-media4.fl.yelpcdn.com/bphoto/jIiYLWAA1S-efjnkLJ29FQ/o.jpg,FALSE,496 Beach St,,,San Francisco,US,CA,94133,The Codmother Fish & Chips,14156069349,$$,4.5,2868,https://www.yelp.com/biz/the-codmother-fish-and-chips-san-francisco-3?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
JARsJVKLPgs_yC3cwDnp7g,la-taqueria-san-francisco-2,mexican,Mexican,37.75088,-122.41805,(415) 285-7117,1958.23739,https://s3-media2.fl.yelpcdn.com/bphoto/quJVkgOw_pf70_enWelldw/o.jpg,FALSE,2889 Mission St,,,San Francisco,US,CA,94110,La Taqueria,14152857117,$,4,3847,https://www.yelp.com/biz/la-taqueria-san-francisco-2?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
GXu3PD4IPsxIHpo011aydg,bobs-donut-and-pastry-shop-san-francisco-2,bakeries,Bakeries,37.79185,-122.42128,(415) 776-3141,3694.705083,https://s3-media4.fl.yelpcdn.com/bphoto/bCN2o9R-f4ClEuTTpWe7jQ/o.jpg,FALSE,1621 Polk St,,,San Francisco,US,CA,94109,Bob's Donut & Pastry Shop,14157763141,$,4.5,2853,https://www.yelp.com/biz/bobs-donut-and-pastry-shop-san-francisco-2?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
HHtpR0RslupSQ99GIIwW5A,marufuku-ramen-sf-san-francisco,ramen,Japanese,37.785155,-122.432075,(415) 872-9786,2724.336437,https://s3-media2.fl.yelpcdn.com/bphoto/2lUFO5HWD7_RLDWlT5Nvuw/o.jpg,FALSE,1581 Webster St,Ste 235,,San Francisco,US,CA,94115,Marufuku Ramen SF,14158729786,$$,4.5,2262,https://www.yelp.com/biz/marufuku-ramen-sf-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
WV2fVK6OJfzn2BkRGpbP7A,twin-peaks-san-francisco,parks,Parks,37.75215641,-122.4475193,(415) 831-2700,1375.717745,https://s3-media2.fl.yelpcdn.com/bphoto/C-0duhDSzR7-Z7YGrr_wCQ/o.jpg,FALSE,501 Twin Peaks Blvd,,,San Francisco,US,CA,94114,Twin Peaks,14158312700,,4.5,1100,https://www.yelp.com/biz/twin-peaks-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
QZQGRJZ4bZCmNoXjs3z1XQ,state-bird-provisions-san-francisco,tapasmallplates,Spanish,37.78374,-122.433005,(415) 795-1272,2557.71368,https://s3-media2.fl.yelpcdn.com/bphoto/ckOXfbcgSrAcHOG86zEKuQ/o.jpg,FALSE,1529 Fillmore St,,,San Francisco,US,CA,94115,State Bird Provisions,14157951272,$$$,4,2633,https://www.yelp.com/biz/state-bird-provisions-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
ciEDsTWhajcdL3KuJqBRlw,espetus-brazilian-steak-house-san-francisco,steak,Steakhouses,37.77333275,-122.4221317,(415) 552-8792,1869.432864,https://s3-media1.fl.yelpcdn.com/bphoto/OHcsmu2NAFKzuhJHR_xhUg/o.jpg,FALSE,1686 Market St,,,San Francisco,US,CA,94102,Espetus Brazilian Steak House,14155528792,$$$,4,3307,https://www.yelp.com/biz/espetus-brazilian-steak-house-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
xDwEMq8kgT0eQepn90Jkvg,arizmendi-bakery-san-francisco,bakeries,Bakeries,37.7633882,-122.4664991,(415) 566-3117,2656.207374,https://s3-media4.fl.yelpcdn.com/bphoto/N4MZ8fSgldHKDzmJniR__g/o.jpg,FALSE,1331 9th Ave,,,San Francisco,US,CA,94122,Arizmendi Bakery,14155663117,$,4.5,1856,https://www.yelp.com/biz/arizmendi-bakery-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
Tf_27JvnneEx0Tz79UwShg,mission-dolores-park-san-francisco,parks,Parks,37.759764,-122.427052,(415) 831-2700,835.5046265,https://s3-media2.fl.yelpcdn.com/bphoto/9xdDcE9PcXQ1y-Nf28FZ8w/o.jpg,FALSE,19th & Dolores St,,,San Francisco,US,CA,94114,Mission Dolores Park,14158312700,,4.5,1434,https://www.yelp.com/biz/mission-dolores-park-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
uEeWn6sPq-giWvfE9uhQ7A,dotties-true-blue-cafe-san-francisco,tradamerican,American,37.78170504,-122.4098396,(415) 885-2767,3289.618347,https://s3-media1.fl.yelpcdn.com/bphoto/oWjbixXhvUzIdKm3tHQKQQ/o.jpg,FALSE,28 6th St,,,San Francisco,US,CA,94103,Dottie's True Blue Cafe,14158852767,$$,4,4333,https://www.yelp.com/biz/dotties-true-blue-cafe-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
akXf1BdFZjQb2fO8Ca7FtA,philz-coffee-san-francisco,coffee,Drinks,37.7523971,-122.4142637,(415) 875-9370,2167.282805,https://s3-media3.fl.yelpcdn.com/bphoto/8EK6jxJfiE6PgWTZr2orcQ/o.jpg,FALSE,3101 24th St,,,San Francisco,US,CA,94110,Philz Coffee,14158759370,$,4.5,1651,https://www.yelp.com/biz/philz-coffee-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
DGyoVB9PdI9_jw0CNi_OPg,suppenküche-san-francisco-2,german,German,37.77626038,-122.4263916,(415) 252-9289,1919.788306,https://s3-media1.fl.yelpcdn.com/bphoto/5mt7G1S_hFYv3rYIl7v2lQ/o.jpg,FALSE,525 Laguna St,,,San Francisco,US,CA,94102,Suppenküche,14152529289,$$,4,3073,https://www.yelp.com/biz/suppenk%C3%BCche-san-francisco-2?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
4KfQnlcSu4bbTqnvGdGptw,beretta-san-francisco,italian,Italian,37.75384,-122.42055,(415) 695-1199,1591.309745,https://s3-media1.fl.yelpcdn.com/bphoto/RsCeyBgtnXpmN9YTKEIvWg/o.jpg,FALSE,1199 Valencia St,,,San Francisco,US,CA,94110,Beretta,14156951199,$$,4,3476,https://www.yelp.com/biz/beretta-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
XQLmEdXoMzOpffwoFaBtaQ,kitchen-story-san-francisco,breakfast_brunch,Breakfast & Brunch,37.7642352,-122.4306936,(415) 525-4905,625.1566436,https://s3-media2.fl.yelpcdn.com/bphoto/s03_G5k_GvH9P-rfIAtqhQ/o.jpg,FALSE,3499 16th St,,,San Francisco,US,CA,94114,Kitchen Story,14155254905,$$,4,3048,https://www.yelp.com/biz/kitchen-story-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
DyXoC_NhJW0Xx5j_OPQRHQ,schuberts-bakery-san-francisco,bakeries,Bakeries,37.78267,-122.46493,(415) 752-1580,3492.523926,https://s3-media4.fl.yelpcdn.com/bphoto/VpmSb6NkMu96C5z9-7OFGQ/o.jpg,FALSE,521 Clement St,,,San Francisco,US,CA,94118,Schubert's Bakery,14157521580,$$,4.5,1626,https://www.yelp.com/biz/schuberts-bakery-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
KIVq5BlJKTipwtB3NATX0g,golden-gate-park-san-francisco,parks,Parks,37.770518,-122.479878,(415) 831-2700,3964.644233,https://s3-media4.fl.yelpcdn.com/bphoto/U-0t-L7kPKeoTLkJcWyfkg/o.jpg,FALSE,501 Stanyan St,,,San Francisco,US,CA,94117,Golden Gate Park,14158312700,,4.5,1153,https://www.yelp.com/biz/golden-gate-park-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
bUr4iq2mKKiBOu2HKynylg,hrd-san-francisco-4,korean,Korean,37.78110658,-122.3953297,(415) 543-2355,4255.584834,https://s3-media3.fl.yelpcdn.com/bphoto/PyFG7Chlw7mH5IX7WZDVcA/o.jpg,FALSE,521A 3rd St,,,San Francisco,US,CA,94107,HRD,14155432355,$$,4,2448,https://www.yelp.com/biz/hrd-san-francisco-4?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
PrlH7YcQ22m9DyuWbxJjMA,anthonys-cookies-san-francisco-2,bakeries,Bakeries,37.7502,-122.42013,(415) 655-9834,1846.774319,https://s3-media1.fl.yelpcdn.com/bphoto/6ZXuANt_JBmtSeAHbG5sYQ/o.jpg,FALSE,1417 Valencia St,,,San Francisco,US,CA,94110,Anthony's Cookies,14156559834,$,4.5,1641,https://www.yelp.com/biz/anthonys-cookies-san-francisco-2?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
